game_name,sentiment,phrase,score
Lies of P,negative,ideas,0.15831692877998726
Lies of P,negative,pale,0.15831692877998726
Lies of P: Overture,positive,Lies,0.002148511458878675
Lies of P: Overture,positive,Overture,0.002184341064194703
Lies of P: Overture,positive,Overture DLC,0.004662515656072953
Lies of P: Overture,positive,game,0.00719742580579972
Lies of P: Overture,positive,base game,0.008432029610234681
Lies of P: Overture,positive,DLC,0.008822897272332464
Lies of P: Overture,positive,Overture DLC feels,0.012423948969470841
Lies of P: Overture,positive,Krat,0.017491913395728968
Lies of P: Overture,positive,base,0.027232962065576446
Lies of P: Overture,positive,expansion,0.028869675584855897
Lies of P: Overture,positive,great,0.03309371197945655
Lies of P: Overture,positive,story,0.03743490646678492
Lies of P: Overture,positive,great game,0.03823343240442911
Lies of P: Overture,positive,original game,0.038239300272656145
Lies of P: Overture,positive,Overture stands,0.044489153266481854
Lies of P: Overture,neutral,tricky task,0.011464995336231493
Lies of P: Overture,neutral,clever sidestep,0.013419394245526286
Lies of P: Overture,neutral,opportunity to expand,0.013419394245526286
Lies of P: Overture,neutral,expand the lore,0.013419394245526286
Lies of P: Overture,neutral,main game,0.02202025494072579
Lies of P: Overture,neutral,including story revelations,0.03893489284869232
Lies of P: Overture,neutral,Neowiz,0.0504586780234635
Lies of P: Overture,neutral,story already told,0.06395510124212779
Lies of P: Overture,neutral,successful addition,0.09092243476910149
Lies of P: Overture,neutral,including story,0.0913503833842676
Lies of P: Overture,neutral,story revelations,0.0913503833842676
Lies of P: Overture,neutral,whilst shorter,0.09359698261988288
Lies of P: Overture,neutral,returning adventurers,0.09359698261988288
Lies of P: Overture,neutral,game,0.0958339748760289
Lies of P: Overture,neutral,Expanding,0.09850338945993935
Life is Strange - Season One,positive,Life is Strange,0.00258369471964448
Life is Strange - Season One,positive,Strange,0.010572975902834925
Life is Strange - Season One,positive,strong leading protagonists,0.015225982068292104
Life is Strange - Season One,positive,Life,0.016845510704536118
Life is Strange - Season One,positive,game,0.026088354320030187
Life is Strange - Season One,positive,odd design choices,0.03822510876748995
Life is Strange - Season One,positive,Adventure Game,0.044355948937765594
Life is Strange - Season One,positive,Strange makes,0.053341613105353444
Life is Strange - Season One,positive,adventure,0.05359092381270708
Life is Strange - Season One,positive,Telltale Adventure Game,0.057830020468463084
Life is Strange - Season One,positive,odd design,0.05880189405303487
Life is Strange - Season One,positive,strong leading,0.05880189405303487
Life is Strange - Season One,positive,leading protagonists,0.05880189405303487
Life is Strange - Season One,positive,Telltale Games,0.06257214443347169
Life is Strange - Season One,positive,make,0.06842292266084127
Life is Strange - Season One,neutral,Life Is Strange,0.0033774984779491447
Life is Strange - Season One,neutral,Strange,0.020401327921081427
Life is Strange - Season One,neutral,Life,0.02310417051655163
Life is Strange - Season One,neutral,touching and messy,0.02661227006665827
Life is Strange - Season One,neutral,Strange lacked,0.07920664771756533
Life is Strange - Season One,neutral,story,0.09352451925818904
Life is Strange - Season One,neutral,game,0.1009814182654485
Life is Strange - Season One,neutral,Strange offers,0.10565376793380583
Life is Strange - Season One,neutral,Dontnod deserves immense,0.11240358177049264
Life is Strange - Season One,neutral,Maxine and Chloe,0.12017822771023874
Life is Strange - Season One,neutral,Chloe story ends,0.12082504010702368
Life is Strange - Season One,neutral,Chloe story,0.13964463678217887
Life is Strange - Season One,neutral,Beautiful,0.14935392574012138
Life is Strange - Season One,neutral,Dontnod deserves,0.15303999065802465
Life is Strange - Season One,neutral,time,0.15629973414775275
Life is Strange 2 - Episode 5 : Wolves,positive,Life Is Strange,0.0037276829638740604
Life is Strange 2 - Episode 5 : Wolves,positive,Daniel Diaz journey,0.01386326843783448
Life is Strange 2 - Episode 5 : Wolves,positive,Sean and Daniel,0.01589148036537234
Life is Strange 2 - Episode 5 : Wolves,positive,Strange,0.016794645928042272
Life is Strange 2 - Episode 5 : Wolves,positive,Life,0.017704427672356096
Life is Strange 2 - Episode 5 : Wolves,positive,Daniel Diaz,0.019626350647278544
Life is Strange 2 - Episode 5 : Wolves,positive,emotionally charged finale,0.03242692626704582
Life is Strange 2 - Episode 5 : Wolves,positive,Diaz journey,0.04216868696975904
Life is Strange 2 - Episode 5 : Wolves,positive,Sean,0.053488032181195896
Life is Strange 2 - Episode 5 : Wolves,positive,emotionally charged,0.054095276164111465
Life is Strange 2 - Episode 5 : Wolves,positive,emphasis on identity,0.054095276164111465
Life is Strange 2 - Episode 5 : Wolves,positive,Daniel,0.05504681833515802
Life is Strange 2 - Episode 5 : Wolves,positive,placing an emphasis,0.056882451736712095
Life is Strange 2 - Episode 5 : Wolves,positive,Diaz,0.0699352733436558
Life is Strange 2 - Episode 5 : Wolves,positive,Strange Episode,0.08882382085593953
Life is Strange 2 - Episode 5 : Wolves,neutral,Life is Strange,0.00813709379750504
Life is Strange 2 - Episode 5 : Wolves,neutral,Strange,0.029382273120160615
Life is Strange 2 - Episode 5 : Wolves,neutral,lethargic plot,0.032421156121093746
Life is Strange 2 - Episode 5 : Wolves,neutral,plot that struggles,0.032421156121093746
Life is Strange 2 - Episode 5 : Wolves,neutral,Life,0.05322239770535817
Life is Strange 2 - Episode 5 : Wolves,neutral,Daniel,0.06816265157688704
Life is Strange 2 - Episode 5 : Wolves,neutral,Wolves very sincerely,0.0864087857439466
Life is Strange 2 - Episode 5 : Wolves,neutral,game,0.09366755479182529
Life is Strange 2 - Episode 5 : Wolves,neutral,engaging finale,0.10111425707965936
Life is Strange 2 - Episode 5 : Wolves,neutral,specially drawn endings,0.1021267226510208
Life is Strange 2 - Episode 5 : Wolves,neutral,Sean raised Daniel,0.11395522428857073
Life is Strange 2 - Episode 5 : Wolves,neutral,ending,0.119288754845728
Life is Strange 2 - Episode 5 : Wolves,neutral,gear,0.16115096669178494
Life is Strange 2 - Episode 5 : Wolves,neutral,choices,0.16248634616025034
Life is Strange 2 - Episode 5 : Wolves,neutral,Dontnod Entertainment,0.17529521236819604
Life is Strange: Episode 4 - Dark Room,positive,Life Is Strange,0.0005206139664800511
Life is Strange: Episode 4 - Dark Room,positive,Dark Room,0.001844140518669768
Life is Strange: Episode 4 - Dark Room,positive,Strange,0.003597478689153901
Life is Strange: Episode 4 - Dark Room,positive,Strange Dark Room,0.0036162481768645983
Life is Strange: Episode 4 - Dark Room,positive,Life,0.00421405428033001
Life is Strange: Episode 4 - Dark Room,positive,Episode,0.00474417460378897
Life is Strange: Episode 4 - Dark Room,positive,Strange Episode,0.0056815825919637
Life is Strange: Episode 4 - Dark Room,positive,Room,0.00913719018970246
Life is Strange: Episode 4 - Dark Room,positive,Dark,0.010267838278806604
Life is Strange: Episode 4 - Dark Room,positive,Strange Dark,0.021045366214076863
Life is Strange: Episode 4 - Dark Room,positive,Dark Room ends,0.021887747910292292
Life is Strange: Episode 4 - Dark Room,positive,final episode,0.022485769031739832
Life is Strange: Episode 4 - Dark Room,positive,Dark Room finishing,0.024215144632993478
Life is Strange: Episode 4 - Dark Room,positive,Dontnod,0.03378500202533183
Life is Strange: Episode 4 - Dark Room,positive,Dark Room cements,0.03632017524300413
Life is Strange: Episode 4 - Dark Room,neutral,Life Is Strange,0.003580751218951016
Life is Strange: Episode 4 - Dark Room,neutral,Room finally sets,0.008252457249418732
Life is Strange: Episode 4 - Dark Room,neutral,Strange penultimate episode,0.015379537902234959
Life is Strange: Episode 4 - Dark Room,neutral,Dark Room finally,0.015657462115677485
Life is Strange: Episode 4 - Dark Room,neutral,Strange,0.02556856225094336
Life is Strange: Episode 4 - Dark Room,neutral,Arcadia Bay,0.026474278311175607
Life is Strange: Episode 4 - Dark Room,neutral,Dark Room,0.0270643731115387
Life is Strange: Episode 4 - Dark Room,neutral,Life,0.02751636865385612
Life is Strange: Episode 4 - Dark Room,neutral,finally sets,0.03266183050107863
Life is Strange: Episode 4 - Dark Room,neutral,episode,0.034292197546415444
Life is Strange: Episode 4 - Dark Room,neutral,Room finally,0.04356838256214611
Life is Strange: Episode 4 - Dark Room,neutral,Strange penultimate,0.04955941184924941
Life is Strange: Episode 4 - Dark Room,neutral,consistent episode,0.05129202828591242
Life is Strange: Episode 4 - Dark Room,neutral,penultimate episode,0.056376323172169444
Life is Strange: Episode 4 - Dark Room,neutral,penultimate episode abuses,0.06126855840427424
Life is Strange: Episode 5 - Polarized,positive,Life is Strange,0.0005090843512300684
Life is Strange: Episode 5 - Polarized,positive,Strange,0.003395396400586826
Life is Strange: Episode 5 - Polarized,positive,Life,0.004367190343671219
Life is Strange: Episode 5 - Polarized,positive,game,0.008459365866527369
Life is Strange: Episode 5 - Polarized,positive,episode,0.02508804439644205
Life is Strange: Episode 5 - Polarized,positive,strange game,0.027384789073030973
Life is Strange: Episode 5 - Polarized,positive,episodic game Life,0.02746341862367757
Life is Strange: Episode 5 - Polarized,positive,games,0.030665201266161714
Life is Strange: Episode 5 - Polarized,positive,Strange conclusion,0.030931654985434442
Life is Strange: Episode 5 - Polarized,positive,Strange Episode,0.03381676733505459
Life is Strange: Episode 5 - Polarized,positive,Polarized,0.03423657805424656
Life is Strange: Episode 5 - Polarized,positive,game Life,0.034353305208895665
Life is Strange: Episode 5 - Polarized,positive,ending,0.034952752330756724
Life is Strange: Episode 5 - Polarized,positive,Strange deserves,0.04066172946170814
Life is Strange: Episode 5 - Polarized,positive,Max,0.04616489032171841
Life is Strange: Episode 5 - Polarized,neutral,Life is Strange,0.0028350395858325714
Life is Strange: Episode 5 - Polarized,neutral,Strange,0.01090529747560546
Life is Strange: Episode 5 - Polarized,neutral,Life,0.013284850887207468
Life is Strange: Episode 5 - Polarized,neutral,life strange,0.02922542104561684
Life is Strange: Episode 5 - Polarized,neutral,Polarized,0.03218767362792676
Life is Strange: Episode 5 - Polarized,neutral,Strange undermines,0.03599694277432403
Life is Strange: Episode 5 - Polarized,neutral,undermines its powerful,0.051938008169536816
Life is Strange: Episode 5 - Polarized,neutral,disappointing climax,0.051938008169536816
Life is Strange: Episode 5 - Polarized,neutral,cracks its tense,0.05462364631046234
Life is Strange: Episode 5 - Polarized,neutral,tense atmosphere,0.05462364631046234
Life is Strange: Episode 5 - Polarized,neutral,atmosphere with tedious,0.05462364631046234
Life is Strange: Episode 5 - Polarized,neutral,episode,0.06619211468260597
Life is Strange: Episode 5 - Polarized,neutral,game,0.07744849985429747
Life is Strange: Episode 5 - Polarized,neutral,Strange taking back,0.09622886915172381
Life is Strange: Episode 5 - Polarized,neutral,series,0.09789183522975618
Life is Strange: True Colors,positive,True Colors,3.0302364655581385e-05
Life is Strange: True Colors,positive,Life is Strange,4.1166101259085594e-05
Life is Strange: True Colors,positive,Strange True Colors,0.00010660409716731635
Life is Strange: True Colors,positive,Strange,0.000399436667369613
Life is Strange: True Colors,positive,Colors,0.0004296455001656608
Life is Strange: True Colors,positive,True,0.00052391001723112
Life is Strange: True Colors,positive,Life,0.0005927304404583233
Life is Strange: True Colors,positive,Strange game,0.0010306752874854207
Life is Strange: True Colors,positive,True Colors makes,0.0010436563906761254
Life is Strange: True Colors,positive,True Colors offers,0.0016221183031527055
Life is Strange: True Colors,positive,True Colors delivers,0.0017429859681921843
Life is Strange: True Colors,positive,Strange True,0.0019411513634806567
Life is Strange: True Colors,positive,experience True Colors,0.0020081832333545733
Life is Strange: True Colors,positive,True Colors feels,0.0025195002240165636
Life is Strange: True Colors,positive,love True Colors,0.0028001497609893376
Life is Strange: True Colors,neutral,True Colors,0.0004459425514680448
Life is Strange: True Colors,neutral,Life Is Strange,0.0008375752741988024
Life is Strange: True Colors,neutral,Colors,0.003326089044774637
Life is Strange: True Colors,neutral,True,0.003771868951687211
Life is Strange: True Colors,neutral,Strange,0.004533764155014189
Life is Strange: True Colors,neutral,True Colors feels,0.005044743784021386
Life is Strange: True Colors,neutral,Life,0.005070570848842149
Life is Strange: True Colors,neutral,titles true colors,0.008079988629395228
Life is Strange: True Colors,neutral,true colors feel,0.010089487568042772
Life is Strange: True Colors,neutral,True Colors struggles,0.013472315712436766
Life is Strange: True Colors,neutral,True Colors ultimately,0.013806532795484655
Life is Strange: True Colors,neutral,True Colors features,0.01399642070844311
Life is Strange: True Colors,neutral,true color,0.014716104198445476
Life is Strange: True Colors,neutral,True Colors opens,0.015521154331657518
Life is Strange: True Colors,neutral,overriding true color,0.015668220499729126
Life is Strange: True Colors,negative,rushed episodic released,0.005283604509363339
Life is Strange: True Colors,negative,episodic released adventure,0.005283604509363339
Life is Strange: True Colors,negative,released adventure game,0.014387127061797183
Life is Strange: True Colors,negative,True Colors,0.016343774704742364
Life is Strange: True Colors,negative,Life is Strange,0.020918473181630478
Life is Strange: True Colors,negative,low budget,0.02961928432939356
Life is Strange: True Colors,negative,budget and rushed,0.02961928432939356
Life is Strange: True Colors,negative,rushed episodic,0.02961928432939356
Life is Strange: True Colors,negative,episodic released,0.02961928432939356
Life is Strange: True Colors,negative,released adventure,0.02961928432939356
Life is Strange: True Colors,negative,adventure game,0.07783254320529716
Life is Strange: True Colors,negative,Strange,0.07864499319139265
Life is Strange: True Colors,negative,True,0.07864499319139265
Life is Strange: True Colors,negative,Colors,0.10061954548046706
Life is Strange: True Colors,negative,game,0.10643905045997135
Life is Strange: True Colors - Wavelengths,positive,Life is Strange,0.005462928874912468
Life is Strange: True Colors - Wavelengths,positive,True Colors,0.01073634790140883
Life is Strange: True Colors - Wavelengths,positive,Strange,0.028745273505638328
Life is Strange: True Colors - Wavelengths,positive,Life,0.030669101437769148
Life is Strange: True Colors - Wavelengths,positive,Wavelengths,0.03682850154509167
Life is Strange: True Colors - Wavelengths,positive,True,0.04169659810170517
Life is Strange: True Colors - Wavelengths,positive,bridges the gap,0.04822689817463599
Life is Strange: True Colors - Wavelengths,positive,Colors,0.04937696345400309
Life is Strange: True Colors - Wavelengths,positive,Wavelengths bridges,0.04975542523303573
Life is Strange: True Colors - Wavelengths,positive,Steph,0.0617917894782567
Life is Strange: True Colors - Wavelengths,positive,Storm,0.0720602076280245
Life is Strange: True Colors - Wavelengths,positive,True Colors.,0.0801876467391323
Life is Strange: True Colors - Wavelengths,positive,story,0.09522811200382168
Life is Strange: True Colors - Wavelengths,positive,created by Deck,0.11531667602537664
Life is Strange: True Colors - Wavelengths,positive,beginning of Steph,0.12209935390229457
Life is Strange: True Colors - Wavelengths,neutral,Life is Strange,0.01025163417947402
Life is Strange: True Colors - Wavelengths,neutral,True Colors,0.03598568161980623
Life is Strange: True Colors - Wavelengths,neutral,Life,0.04961806529125297
Life is Strange: True Colors - Wavelengths,neutral,Strange,0.04961806529125297
Life is Strange: True Colors - Wavelengths,neutral,Wavelengths,0.06777712054590519
Life is Strange: True Colors - Wavelengths,neutral,DLC,0.08336997763635365
Life is Strange: True Colors - Wavelengths,neutral,Strange fan,0.083622298004836
Life is Strange: True Colors - Wavelengths,neutral,True,0.09303611833552049
Life is Strange: True Colors - Wavelengths,neutral,Steph,0.11667676957163998
Life is Strange: True Colors - Wavelengths,neutral,Colors,0.12027454216593846
Life is Strange: True Colors - Wavelengths,neutral,True Colors',0.12785655599935547
Life is Strange: True Colors - Wavelengths,neutral,Strange past,0.13125825807526245
Life is Strange: True Colors - Wavelengths,neutral,sense the DLC,0.1417411315337731
Life is Strange: True Colors - Wavelengths,neutral,story,0.1455915135171779
Life is Strange: True Colors - Wavelengths,neutral,characters,0.15148952241472644
Like A Dragon: Infinite Wealth,positive,Infinite Wealth,1.571237802121529e-05
Like A Dragon: Infinite Wealth,positive,Dragon Infinite Wealth,2.521129254172489e-05
Like A Dragon: Infinite Wealth,positive,Wealth,0.00027683637794305785
Like A Dragon: Infinite Wealth,positive,Dragon,0.00030424456243928043
Like A Dragon: Infinite Wealth,positive,Infinite,0.00033892369471045646
Like A Dragon: Infinite Wealth,positive,Infinite Wealth delivers,0.0005043141713725568
Like A Dragon: Infinite Wealth,positive,Infinite Wealth feels,0.0005225620990620102
Like A Dragon: Infinite Wealth,positive,Dragon Infinite,0.0005527801032255682
Like A Dragon: Infinite Wealth,positive,Infinite Wealth offers,0.0009130309206209371
Like A Dragon: Infinite Wealth,positive,Infinite Wealth improves,0.0010284956936341331
Like A Dragon: Infinite Wealth,positive,Infinite Wealth features,0.0011129143178847563
Like A Dragon: Infinite Wealth,positive,Dragon series,0.0011191451707933107
Like A Dragon: Infinite Wealth,positive,makes Infinite Wealth,0.0013338754128918882
Like A Dragon: Infinite Wealth,positive,Infinite Wealth makes,0.0013338754128918884
Like A Dragon: Infinite Wealth,positive,game,0.0014510745745082824
Like A Dragon: Infinite Wealth,neutral,Infinite Wealth,0.0031860206562361994
Like A Dragon: Infinite Wealth,neutral,Wealth,0.014274340972015773
Like A Dragon: Infinite Wealth,neutral,Infinite,0.016472630886270576
Like A Dragon: Infinite Wealth,neutral,Dragon,0.01816561590025347
Like A Dragon: Infinite Wealth,neutral,Infinite Wealth achieves,0.03314155704185899
Like A Dragon: Infinite Wealth,neutral,Infinite Wealth assumes,0.03353571743358313
Like A Dragon: Infinite Wealth,neutral,Infinite Wealth resolves,0.03387522747595109
Like A Dragon: Infinite Wealth,neutral,Infinite Wealth manages,0.03523830598911822
Like A Dragon: Infinite Wealth,neutral,rate of cringe,0.050197555821110476
Like A Dragon: Infinite Wealth,neutral,cringe and exaggeration,0.050197555821110476
Like A Dragon: Infinite Wealth,neutral,game,0.07972466745240284
Like A Dragon: Infinite Wealth,neutral,n’t,0.08794426298081205
Like A Dragon: Infinite Wealth,neutral,Yakuza,0.10133616139272489
Like A Dragon: Infinite Wealth,neutral,improved combat,0.13314476950963183
Like A Dragon: Infinite Wealth,neutral,Wealth achieves,0.14298402184157352
Like a Dragon: Ishin!,positive,Dragon Ishin,0.0005458475853267572
Like a Dragon: Ishin!,positive,Dragon,0.000592380861100117
Like a Dragon: Ishin!,positive,Ishin,0.0007197730844587715
Like a Dragon: Ishin!,positive,Yakuza,0.002150730480217364
Like a Dragon: Ishin!,positive,Yakuza series,0.0032304652485126706
Like a Dragon: Ishin!,positive,game,0.003815337044461963
Like a Dragon: Ishin!,positive,Yakuza game,0.0040800225302785485
Like a Dragon: Ishin!,positive,series,0.004858119808774593
Like a Dragon: Ishin!,positive,Dragon series,0.005218369297021695
Like a Dragon: Ishin!,positive,Yakuza series games,0.00666311965021922
Like a Dragon: Ishin!,positive,fans,0.008814391878290619
Like a Dragon: Ishin!,positive,Yakuza series fans,0.009315677522558505
Like a Dragon: Ishin!,positive,Yakuza fans,0.011208235707512748
Like a Dragon: Ishin!,positive,Ryu ga Gotoku,0.012055653001300118
Like a Dragon: Ishin!,positive,Yakuza games,0.012240067590835645
Like a Dragon: Ishin!,neutral,Dragon,0.002838621631343238
Like a Dragon: Ishin!,neutral,Ishin,0.003069832733506727
Like a Dragon: Ishin!,neutral,Dragon Ishin,0.006675813340489886
Like a Dragon: Ishin!,neutral,Yakuza,0.009310508335707382
Like a Dragon: Ishin!,neutral,series,0.013356257823810207
Like a Dragon: Ishin!,neutral,game,0.014024149742753565
Like a Dragon: Ishin!,neutral,Dragon game,0.014754227184105947
Like a Dragon: Ishin!,neutral,Yakuza series,0.018092220242474106
Like a Dragon: Ishin!,neutral,story,0.028453252792551138
Like a Dragon: Ishin!,neutral,remake,0.03078219358043252
Like a Dragon: Ishin!,neutral,Yakuza Kiwami series,0.0318955873363971
Like a Dragon: Ishin!,neutral,time,0.03308649595698981
Like a Dragon: Ishin!,neutral,Yakuza fans,0.037456383244447986
Like a Dragon: Ishin!,neutral,games,0.04006899926501018
Like a Dragon: Ishin!,neutral,Dragon title,0.057229868143837286
Like a Dragon: Pirate Yakuza in Hawaii,positive,Pirate Yakuza,4.297335956856704e-05
Like a Dragon: Pirate Yakuza in Hawaii,positive,Dragon Pirate Yakuza,5.084639053379465e-05
Like a Dragon: Pirate Yakuza in Hawaii,positive,Yakuza in Hawaii,8.74098875613694e-05
Like a Dragon: Pirate Yakuza in Hawaii,positive,Yakuza,0.0004219388727888246
Like a Dragon: Pirate Yakuza in Hawaii,positive,Pirate,0.0005194703336296906
Like a Dragon: Pirate Yakuza in Hawaii,positive,Dragon,0.0005845354192450424
Like a Dragon: Pirate Yakuza in Hawaii,positive,Goro Majima,0.0007635113277737334
Like a Dragon: Pirate Yakuza in Hawaii,positive,Hawaii,0.0007821796354479433
Like a Dragon: Pirate Yakuza in Hawaii,positive,Dragon Pirate,0.0009423295456258426
Like a Dragon: Pirate Yakuza in Hawaii,positive,Majima,0.0015357121336882454
Like a Dragon: Pirate Yakuza in Hawaii,positive,pirate Yakuza fun,0.0019130705911464966
Like a Dragon: Pirate Yakuza in Hawaii,positive,game,0.0028331739541176265
Like a Dragon: Pirate Yakuza in Hawaii,positive,pirate adventure,0.003143372649003939
Like a Dragon: Pirate Yakuza in Hawaii,positive,Dragon Yakuza,0.0033943725575015272
Like a Dragon: Pirate Yakuza in Hawaii,positive,Pirate Yakuzain Hawaii,0.0034918166894551492
Like a Dragon: Pirate Yakuza in Hawaii,neutral,Pirate Yakuza,0.0004661535889678074
Like a Dragon: Pirate Yakuza in Hawaii,neutral,Yakuza in Hawaii,0.0011226415156495668
Like a Dragon: Pirate Yakuza in Hawaii,neutral,Dragon Pirate Yakuza,0.0014949568086298404
Like a Dragon: Pirate Yakuza in Hawaii,neutral,Yakuza,0.002337303329636511
Like a Dragon: Pirate Yakuza in Hawaii,neutral,Pirate,0.0034133300469313035
Like a Dragon: Pirate Yakuza in Hawaii,neutral,Dragon,0.0035145060518685187
Like a Dragon: Pirate Yakuza in Hawaii,neutral,Hawaii,0.004786490379135243
Like a Dragon: Pirate Yakuza in Hawaii,neutral,disappoints Pirate Yakuza,0.010507661843690438
Like a Dragon: Pirate Yakuza in Hawaii,neutral,Yakuza Pirates,0.0125861469021308
Like a Dragon: Pirate Yakuza in Hawaii,neutral,find Pirate Yakuza,0.012887786282336404
Like a Dragon: Pirate Yakuza in Hawaii,neutral,Dragon Pirate,0.015272950042032685
Like a Dragon: Pirate Yakuza in Hawaii,neutral,Dragon series,0.01732465566123804
Like a Dragon: Pirate Yakuza in Hawaii,neutral,Infinite Wealth,0.01788429756900131
Like a Dragon: Pirate Yakuza in Hawaii,neutral,Yakuza series,0.021280051685514816
Like a Dragon: Pirate Yakuza in Hawaii,neutral,Goro Majima,0.023503929554593433
Like a Dragon: Pirate Yakuza in Hawaii,negative,Pirate Yakuza combat,0.000677330185179815
Like a Dragon: Pirate Yakuza in Hawaii,negative,RGG main series,0.0016584742195639068
Like a Dragon: Pirate Yakuza in Hawaii,negative,annual releases fatigue,0.002333327570757923
Like a Dragon: Pirate Yakuza in Hawaii,negative,Pirate Yakuza,0.005098661702874181
Like a Dragon: Pirate Yakuza in Hawaii,negative,Yakuza combat,0.009384686828994912
Like a Dragon: Pirate Yakuza in Hawaii,negative,interest on RGG,0.009384686828994912
Like a Dragon: Pirate Yakuza in Hawaii,negative,RGG main,0.009384686828994912
Like a Dragon: Pirate Yakuza in Hawaii,negative,comical moments,0.011576079587222952
Like a Dragon: Pirate Yakuza in Hawaii,negative,Dragon series,0.012338876888908576
Like a Dragon: Pirate Yakuza in Hawaii,negative,barely fleshed,0.01733576273821659
Like a Dragon: Pirate Yakuza in Hawaii,negative,fleshed out mechanics,0.01733576273821659
Like a Dragon: Pirate Yakuza in Hawaii,negative,forgettable entry,0.01733576273821659
Like a Dragon: Pirate Yakuza in Hawaii,negative,annual releases,0.01733576273821659
Like a Dragon: Pirate Yakuza in Hawaii,negative,releases fatigue,0.01733576273821659
Like a Dragon: Pirate Yakuza in Hawaii,negative,fatigue is setting,0.01733576273821659
Lil Gator Game,positive,Lil Gator Game,6.956251299202676e-05
Lil Gator Game,positive,Gator Game,0.0003215418991673613
Lil Gator Game,positive,Lil Gator,0.00042960438831391356
Lil Gator Game,positive,Gator Game Gator,0.0010108450034432917
Lil Gator Game,positive,Gator,0.0018157442230386232
Lil Gator Game,positive,Game,0.00265591758442162
Lil Gator Game,positive,Lil,0.004934098250904542
Lil Gator Game,positive,Gator Game makes,0.009176370959531947
Lil Gator Game,positive,Gator Game made,0.01137748191287563
Lil Gator Game,positive,charming Lil Gator,0.011464438968561414
Lil Gator Game,positive,Gator Game suffers,0.012735747550122366
Lil Gator Game,positive,Gator Game inspirations,0.012932386764919198
Lil Gator Game,positive,games,0.014076363197434586
Lil Gator Game,positive,enjoyed Lil Gator,0.017573654248147944
Lil Gator Game,positive,recommend Lil Gator,0.017710946435770307
Lil Gator Game,neutral,Lil Gator Game,0.0033047876329149193
Lil Gator Game,neutral,charming exploration focused,0.004788438675581332
Lil Gator Game,neutral,Switch performance,0.01100005771560977
Lil Gator Game,neutral,Lil Gator,0.013616513903556228
Lil Gator Game,neutral,genres Lil Gator,0.013838350980919303
Lil Gator Game,neutral,Gator Game,0.014990795924514102
Lil Gator Game,neutral,back by Switch,0.01611591663453725
Lil Gator Game,neutral,exploration focused,0.024393915605554647
Lil Gator Game,neutral,charming exploration,0.035960497947127815
Lil Gator Game,neutral,held back,0.035960497947127815
Lil Gator Game,neutral,Gator,0.06418194275579209
Lil Gator Game,neutral,Game,0.07558943783996237
Lil Gator Game,neutral,platformer,0.0761528336278882
Lil Gator Game,neutral,Switch,0.0851276230952288
Lil Gator Game,neutral,genres Lil,0.10069956267104796
Lil Guardsman,positive,Lil Guardsman,0.002624050380882409
Lil Guardsman,positive,Lil’ Guardsman,0.0026720503958995766
Lil Guardsman,positive,guardsman,0.0030768681977819154
Lil Guardsman,positive,Lil,0.008189183330093537
Lil Guardsman,positive,game,0.013423329498213492
Lil Guardsman,positive,makes Lil’ Guardsman,0.01935940058368958
Lil Guardsman,positive,Lil Guardsman mix,0.01979026760069261
Lil Guardsman,positive,good Lil Guardsman,0.019847706728027558
Lil Guardsman,positive,Lil Guardsman absolutely,0.020385209888064876
Lil Guardsman,positive,Lil Guardsman earns,0.02311909615060146
Lil Guardsman,positive,Lil’,0.02474856093362292
Lil Guardsman,positive,grant Lil’ Guardsman,0.028990571275607453
Lil Guardsman,positive,Lil’ Guardsman entry,0.029375468001067207
Lil Guardsman,positive,adventure,0.030465097317359795
Lil Guardsman,positive,adventure game,0.03141790264527999
Lil Guardsman,neutral,endearing fantasy adventure,0.011582761312285115
Lil Guardsman,neutral,fantasy adventure driven,0.011582761312285115
Lil Guardsman,neutral,adventure driven,0.0234531239883917
Lil Guardsman,neutral,puzzle-led variation,0.0234531239883917
Lil Guardsman,neutral,variation of Papers,0.039615401834970934
Lil Guardsman,neutral,border checks,0.05355791905717752
Lil Guardsman,neutral,endearing fantasy,0.07085704510871702
Lil Guardsman,neutral,fantasy adventure,0.07085704510871702
Lil Guardsman,neutral,game,0.0754734271745759
Lil Guardsman,neutral,Guardsman,0.10256636574338844
Lil Guardsman,neutral,Lil’ Gaurdsman,0.12577651783295724
Lil Guardsman,neutral,Papers,0.1258621056527819
Lil Guardsman,neutral,Lil,0.127361359808974
Lil Guardsman,neutral,endearing,0.15137925786201606
Lil Guardsman,neutral,adventure,0.15137925786201606
Linelight,positive,Linelight,0.01429945816948178
Linelight,positive,Dog Zorro,0.024080949533262137
Linelight,positive,game,0.027969115979184393
Linelight,positive,puzzle,0.040037077263406926
Linelight,positive,puzzle game,0.05209635119581225
Linelight,positive,minimalistic puzzle game,0.06350926069232586
Linelight,positive,ever-increasing challenges,0.06735955802570276
Linelight,positive,Dog,0.07036363698759643
Linelight,positive,tranquil atmosphere,0.07155622802774335
Linelight,positive,atmosphere and tests,0.07155622802774335
Linelight,positive,tests your mettle,0.07155622802774335
Linelight,positive,mettle with ever-increasing,0.07155622802774335
Linelight,positive,Zorro,0.07804165941416213
Linelight,positive,Stephen ’s Sausage,0.0881833546945774
Linelight,positive,Sausage Witness,0.0881833546945774
Linelight,neutral,simplistic puzzler,0.015660243115209634
Linelight,neutral,pomp and circumstance,0.015660243115209634
