game_name,sentiment,phrase,score
007 First Light,positive,James Bond game,6.251542170578193e-05
007 First Light,positive,James Bond,7.687013503848376e-05
007 First Light,positive,James Bond games,0.0002344328313966822
007 First Light,positive,Bond game,0.00030904957417816334
007 First Light,positive,Bond,0.00036129850091113003
007 First Light,positive,Light,0.00046380617963608214
007 First Light,positive,James Bond video,0.0006634852315097793
007 First Light,positive,Bond video game,0.0011145426058245566
007 First Light,positive,James Bond fan,0.0012684282909845262
007 First Light,positive,James Bond back,0.0013437057732999245
007 First Light,positive,James,0.0013657210223869333
007 First Light,positive,game,0.0016539065073117663
007 First Light,positive,Bond games,0.002039727189575878
007 First Light,positive,James Bond universe,0.0021497551294698647
007 First Light,positive,young James Bond,0.0021727378470418855
007 First Light,neutral,Bond-iverse shines,0.01018793251187892
007 First Light,neutral,Patrick Gibson Bond,0.021304489514814333
007 First Light,neutral,Bond,0.04118151951666723
007 First Light,neutral,hope Patrick Gibson,0.05032628758008701
007 First Light,neutral,Bond-iverse,0.06739132475525969
007 First Light,neutral,young Bond,0.07057965055934452
007 First Light,neutral,Gibson Bond,0.0708435133403173
007 First Light,neutral,Patrick Gibson,0.07722297597166793
007 First Light,neutral,familiar game,0.09482827749902448
007 First Light,neutral,young Bond campaign,0.10178421433302864
007 First Light,neutral,young Bond universe,0.12179232488884188
007 First Light,neutral,Bond game,0.14288372998800683
007 First Light,neutral,Bond campaign,0.1444376013097686
007 First Light,neutral,shines,0.14965109175475555
007 First Light,neutral,story-led Bond game,0.1544093614450395
007 First Light,negative,illusion quickly falls,0.0042542192213185686
007 First Light,negative,Bond adventure,0.008293207122436794
007 First Light,negative,sound and occasional,0.015380821171891606
007 First Light,negative,occasional swagger,0.02570861714399338
007 First Light,negative,start poking,0.02570861714399338
007 First Light,negative,illusion quickly,0.02570861714399338
007 First Light,negative,quickly falls,0.02570861714399338
007 First Light,negative,Light,0.08596317751626563
007 First Light,negative,Bond,0.08596317751626563
007 First Light,negative,sound,0.09568045026443411
007 First Light,negative,adventure,0.09568045026443411
007 First Light,negative,systems,0.09568045026443411
007 First Light,negative,occasional,0.15831692877998726
007 First Light,negative,swagger,0.15831692877998726
007 First Light,negative,start,0.15831692877998726
1000xRESIST,positive,Sunset Visitor,0.01478988745396035
1000xRESIST,positive,game,0.018293627536245145
1000xRESIST,positive,story,0.028436491690941732
1000xRESIST,positive,narrative,0.041825450728276314
1000xRESIST,positive,experience,0.0488227153585332
1000xRESIST,positive,Visitor,0.04960643273363277
1000xRESIST,positive,narrative adventure game,0.05075557044486041
1000xRESIST,positive,games,0.05183194468602792
1000xRESIST,positive,Sunset,0.05552301391956236
1000xRESIST,positive,developer Sunset Visitor,0.06014859613707618
1000xRESIST,positive,video game,0.06619812359706401
1000xRESIST,positive,world,0.0690521532230829
1000xRESIST,positive,spectacularly visualized,0.06942679307651416
1000xRESIST,positive,rich fiction,0.071221630261756
1000xRESIST,positive,beautifully written,0.071221630261756
1000xRESIST,neutral,short run time,0.002363565257422448
1000xRESIST,neutral,requires a lot,0.017483202675950948
1000xRESIST,neutral,lot of attention,0.017483202675950948
1000xRESIST,neutral,love a great,0.017483202675950948
1000xRESIST,neutral,short run,0.017483202675950948
1000xRESIST,neutral,run time,0.017483202675950948
1000xRESIST,neutral,great story,0.025677340268978846
1000xRESIST,neutral,science fiction universe,0.043435224114631174
1000xRESIST,neutral,intriguing characters set,0.05592477573015761
1000xRESIST,neutral,unique science fiction,0.05592477573015761
1000xRESIST,neutral,introduces interesting dynamics,0.05592477573015761
1000xRESIST,neutral,memorable story,0.07027511422354916
1000xRESIST,neutral,story with intriguing,0.07027511422354916
1000xRESIST,neutral,players who love,0.07119424587315441
1000xRESIST,neutral,story,0.09549099259184553
13 Sentinels Aegis Rim,positive,Aegis Rim,5.502915987380951e-05
13 Sentinels Aegis Rim,positive,Sentinels Aegis Rim,0.000232365184406754
13 Sentinels Aegis Rim,positive,Rim,0.0007348192218807066
13 Sentinels Aegis Rim,positive,Sentinels,0.0008130868829443752
13 Sentinels Aegis Rim,positive,Aegis,0.0008279884450804237
13 Sentinels Aegis Rim,positive,Aegis Rim Switch,0.0010706990481241417
13 Sentinels Aegis Rim,positive,Aegis Rim makes,0.0013214817373389351
13 Sentinels Aegis Rim,positive,Aegis Rim plot,0.0029225407073461746
13 Sentinels Aegis Rim,positive,Sentinals Aegis Rim,0.003249540353859166
13 Sentinels Aegis Rim,positive,Sentinels Aegis,0.003477673519730428
13 Sentinels Aegis Rim,positive,Aegis Rim manages,0.0035701798954177574
13 Sentinels Aegis Rim,positive,game,0.003599750652613782
13 Sentinels Aegis Rim,positive,Aegis Rim remains,0.004506185028555674
13 Sentinels Aegis Rim,positive,Vanillaware,0.004670638028823306
13 Sentinels Aegis Rim,positive,Aegis Rim pairs,0.00483112003924765
13 Sentinels Aegis Rim,neutral,Dragon Crown,0.004530915507428564
13 Sentinels Aegis Rim,neutral,Aegis Rim,0.005582768349674071
13 Sentinels Aegis Rim,neutral,engaging high school,0.010253280536188514
13 Sentinels Aegis Rim,neutral,high school melodrama,0.010253280536188514
13 Sentinels Aegis Rim,neutral,Sentinels Aegis Rim,0.010931353331934913
13 Sentinels Aegis Rim,neutral,makers of Dragon,0.014610040988092267
13 Sentinels Aegis Rim,neutral,expectedly beautiful artwork,0.018215080545875312
13 Sentinels Aegis Rim,neutral,Rim,0.022784228914476647
13 Sentinels Aegis Rim,neutral,Sentinels,0.02820517780116251
13 Sentinels Aegis Rim,neutral,Aegis,0.029319018461484714
13 Sentinels Aegis Rim,neutral,engaging high,0.04557108440014407
13 Sentinels Aegis Rim,neutral,high school,0.04557108440014407
13 Sentinels Aegis Rim,neutral,school melodrama,0.04557108440014407
13 Sentinels Aegis Rim,neutral,melodrama this side,0.04557108440014407
13 Sentinels Aegis Rim,neutral,game,0.047156388505361385
2XKO,positive,superbly crafted core,0.017659543726897535
2XKO,positive,fighting game,0.02856616273023511
2XKO,positive,crafted core gameplay,0.03203052602848799
2XKO,positive,bold aesthetic,0.03760610006957595
2XKO,positive,aesthetic and superbly,0.03760610006957595
2XKO,positive,superbly crafted,0.03760610006957595
2XKO,positive,game,0.04543240832579881
2XKO,positive,core gameplay experience,0.04688100262340939
2XKO,positive,League of Legends,0.05137172656632494
2XKO,positive,fighting,0.06877240599982279
2XKO,positive,playing,0.07526798055791206
2XKO,positive,crafted core,0.08427502183210216
2XKO,positive,experience,0.08867140645375794
2XKO,positive,gameplay experience,0.0934821028511292
2XKO,positive,good fighting game,0.10552691855932984
2XKO,neutral,launch performance problems,0.016559150827736194
2XKO,neutral,extremely solid tag,0.03339840940482845
2XKO,neutral,solid tag team,0.03339840940482845
2XKO,neutral,tag team fighting,0.03339840940482845
2XKO,neutral,team fighting game,0.03339840940482845
2XKO,neutral,impressive over time,0.04940384002065631
2XKO,neutral,performance problems,0.04940384002065631
2XKO,neutral,extremely solid,0.09700399286574239
2XKO,neutral,solid tag,0.09700399286574239
2XKO,neutral,tag team,0.09700399286574239
2XKO,neutral,team fighting,0.09700399286574239
2XKO,neutral,fighting game,0.09700399286574239
2XKO,neutral,launch performance,0.09700399286574239
2XKO,neutral,time,0.15831692877998726
2XKO,neutral,assuming,0.15831692877998726
3 Out of 10: Season Two,positive,fun-filled title,0.03225692899431789
3 Out of 10: Season Two,positive,title with mini-games,0.03225692899431789
3 Out of 10: Season Two,positive,story scenes,0.03225692899431789
3 Out of 10: Season Two,positive,full of laughs,0.03225692899431789
3 Out of 10: Season Two,positive,laughs from beginning,0.03225692899431789
3 Out of 10: Season Two,positive,Season,0.061681489471257
3 Out of 10: Season Two,positive,beginning to end,0.11043136677112207
3 Out of 10: Season Two,positive,Epic Store,0.13557691336490055
3 Out of 10: Season Two,positive,end,0.13580489737285997
3 Out of 10: Season Two,positive,pushes everything forward,0.17062562752497584
3 Out of 10: Season Two,positive,fun-filled,0.1767736811242606
3 Out of 10: Season Two,positive,title,0.1767736811242606
3 Out of 10: Season Two,positive,mini-games,0.1767736811242606
3 Out of 10: Season Two,positive,busy,0.1767736811242606
3 Out of 10: Season Two,positive,story,0.1767736811242606
3 Out of 10: Season Two,neutral,Game development,0.02017391158297523
3 Out of 10: Season Two,neutral,development is hard,0.02987037445641069
3 Out of 10: Season Two,neutral,hard and things,0.02987037445641069
3 Out of 10: Season Two,neutral,standalone season,0.10608705644943743
3 Out of 10: Season Two,neutral,Season,0.11522567214539704
3 Out of 10: Season Two,neutral,Game,0.11611460494451532
3 Out of 10: Season Two,neutral,crazy,0.11611460494451532
3 Out of 10: Season Two,neutral,delivers a fun,0.1499475951439242
3 Out of 10: Season Two,neutral,episodes and experiences,0.1499475951439242
3 Out of 10: Season Two,neutral,development,0.1703056478989046
3 Out of 10: Season Two,neutral,hard,0.1703056478989046
3 Out of 10: Season Two,neutral,things,0.1703056478989046
3 Out of 10: Season Two,neutral,sticks,0.1703056478989046
3 Out of 10: Season Two,neutral,realm,0.1703056478989046
3 Out of 10: Season Two,neutral,physically,0.1703056478989046
30 Birds,positive,Birds,0.01877912674304165
30 Birds,positive,Instantly captivating,0.038250446957402984
30 Birds,positive,perpetually playful,0.038250446957402984
30 Birds,positive,utterly enchanting,0.038250446957402984
30 Birds,positive,captivating and perpetually,0.040659999514936714
30 Birds,positive,whimsical romp,0.040659999514936714
30 Birds,positive,paper lanterns,0.07041924849464698
30 Birds,positive,Birds combines Persian,0.07557502203675928
30 Birds,positive,Persian,0.10528506005587483
30 Birds,positive,lanterns,0.11093969498305584
30 Birds,positive,puzzles,0.11231714745376686
30 Birds,positive,game,0.11509464294021668
30 Birds,positive,world,0.11724603406736413
30 Birds,positive,beautiful,0.11924215829847039
30 Birds,positive,fun to play,0.12062686144023098
30XX,positive,Mega Man,0.004251606612151505
30XX,positive,Mega,0.013678842244579768
30XX,positive,Man,0.02129575004001726
30XX,positive,game,0.021345996730237463
30XX,positive,Mega Mode,0.027852935516913913
30XX,positive,Mega Mode makes,0.02984853750671022
30XX,positive,Mega Man run,0.03072464080773745
30XX,positive,Roguelike,0.040270633893676154
30XX,positive,combines Mega Man,0.0405464919674909
30XX,positive,action,0.04139744906070213
30XX,positive,Mega Man formula,0.04267078754224747
30XX,positive,specifically Mega Man,0.045441523661865366
30XX,positive,classic Mega Man,0.050700269082316854
30XX,positive,Batterystaple Games,0.05406807458756433
30XX,positive,Mega Buster action,0.05431907128179391
30XX,neutral,Robot Named Fight,0.02220917016782928
30XX,neutral,n’t enjoy,0.04178695015252328
30XX,neutral,Mega Man,0.04598082241963968
30XX,neutral,Named Fight,0.07055548726648408
30XX,neutral,Robot Named,0.08425583553853477
30XX,neutral,real love letter,0.0871125272242077
30XX,neutral,enjoy,0.11789965207168371
30XX,neutral,n’t necessarily improve,0.13883836930369284
30XX,neutral,game had charm,0.13992982935281895
30XX,neutral,excitement and felt,0.13992982935281895
30XX,neutral,outlier,0.1539213445264856
30XX,neutral,n’t,0.17010584745912488
30XX,neutral,real love,0.17635610166008564
30XX,neutral,love letter,0.17635610166008564
30XX,neutral,entire genre,0.17635610166008564
3D Don't Die Mr Robot,positive,making things explode,0.009886255792611253
3D Don't Die Mr Robot,positive,Die Mr Robot,0.04310771303469972
3D Don't Die Mr Robot,positive,feels great,0.044508941454973104
3D Don't Die Mr Robot,positive,making things,0.044508941454973104
3D Don't Die Mr Robot,positive,things explode,0.044508941454973104
3D Don't Die Mr Robot,positive,explode or chasing,0.044508941454973104
3D Don't Die Mr Robot,positive,ridiculously-playable arcade game,0.05005198288260849
3D Don't Die Mr Robot,positive,Die,0.05309789843877321
3D Don't Die Mr Robot,positive,Robot,0.06922255315439456
3D Don't Die Mr Robot,positive,arcade game,0.10627704050458939
3D Don't Die Mr Robot,positive,ridiculously-playable arcade,0.10805502461399896
3D Don't Die Mr Robot,positive,Robot brings,0.10934328301574169
3D Don't Die Mr Robot,positive,high score chase,0.12657151709667872
3D Don't Die Mr Robot,positive,arcade game fans,0.14797248856303324
3D Don't Die Mr Robot,positive,arcade-style high score,0.1560044479237449
428: Shibuya Scramble,positive,Shibuya Scramble,0.0007177748188774013
428: Shibuya Scramble,positive,Scramble,0.0051331070660755205
428: Shibuya Scramble,positive,Shibuya,0.005731727067956265
428: Shibuya Scramble,positive,Shibuya Scramble Western,0.009404670285565924
428: Shibuya Scramble,positive,Shibuya Scramble make,0.012465348299775084
428: Shibuya Scramble,positive,Shibuya Scramble left,0.014849938911754203
428: Shibuya Scramble,positive,Shibuya scramble crossing,0.015085444505831772
428: Shibuya Scramble,positive,Shibuya Scramble continued,0.016674749002379394
428: Shibuya Scramble,positive,Shibuya Scramble highly,0.017301232357766216
428: Shibuya Scramble,positive,visual,0.019401849540354486
428: Shibuya Scramble,positive,game,0.029348049101808247
428: Shibuya Scramble,positive,Escape and Danganronpa,0.046632116757498406
428: Shibuya Scramble,positive,story,0.05048182878746354
428: Shibuya Scramble,positive,characters,0.053076163635266196
428: Shibuya Scramble,positive,Spike Chunsoft,0.061704939351978794
428: Shibuya Scramble,neutral,Shibuya Scramble,0.011239899038523944
428: Shibuya Scramble,neutral,ambitious and makes,0.03681503763568272
428: Shibuya Scramble,neutral,Shibuya,0.04823987037530378
428: Shibuya Scramble,neutral,Scramble,0.07513325975932765
428: Shibuya Scramble,neutral,great combination,0.07855190479447473
428: Shibuya Scramble,neutral,Scramble is ambitious,0.13147140069939947
428: Shibuya Scramble,neutral,visual,0.13316378531303236
428: Shibuya Scramble,neutral,storylines,0.15093672690835733
428: Shibuya Scramble,neutral,makes a great,0.1610773026813277
428: Shibuya Scramble,neutral,Japanese visual,0.17105000839914244
428: Shibuya Scramble,neutral,ambitious,0.18843517731938986
428: Shibuya Scramble,neutral,makes,0.18843517731938986
428: Shibuya Scramble,neutral,combination,0.18843517731938986
428: Shibuya Scramble,neutral,great,0.19325186515020332
428: Shibuya Scramble,neutral,poor visuals,0.21704591484836833
6180 The Moon,positive,extremely compelling experience,0.013259570974874417
6180 The Moon,positive,delicate soundtrack,0.023258232533325946
6180 The Moon,positive,minimalist visuals,0.023258232533325946
6180 The Moon,positive,dreamlike journey,0.02794170262813121
6180 The Moon,positive,individual component,0.02794170262813121
6180 The Moon,positive,visuals and graceful,0.02794170262813121
6180 The Moon,positive,form an extremely,0.02794170262813121
6180 The Moon,positive,extremely compelling,0.02794170262813121
6180 The Moon,positive,gameplay mechanics work,0.03954872113535435
6180 The Moon,positive,graceful gameplay mechanics,0.039548721135354355
6180 The Moon,positive,Conor McMahon separately,0.04010222827745963
6180 The Moon,positive,graceful gameplay,0.07133207342572659
6180 The Moon,positive,compelling experience,0.07408279276713695
6180 The Moon,positive,mechanics work,0.07830815232908261
6180 The Moon,positive,Conor McMahon,0.07951933169550715
6180 The Moon,neutral,thought game,0.014080671236183149
6180 The Moon,neutral,game that blends,0.014080671236183149
6180 The Moon,neutral,concept centered,0.014080671236183149
6180 The Moon,neutral,action shifting,0.014080671236183149
6180 The Moon,neutral,blends puzzles,0.028170889608290704
6180 The Moon,neutral,switch focus back,0.03532799870243933
6180 The Moon,neutral,Wii U eShop,0.06178963914400709
6180 The Moon,neutral,puzzles and platforming,0.06481614045435825
6180 The Moon,neutral,Wii,0.07214643782907887
6180 The Moon,neutral,Wii U GamePad,0.09144353899789524
6180 The Moon,neutral,focus back,0.09532559819328701
6180 The Moon,neutral,satisfying challenge,0.09955885307001176
6180 The Moon,neutral,moon,0.10514197679769452
6180 The Moon,neutral,switch focus,0.11163710324333981
6180 The Moon,neutral,pose a satisfying,0.11163710324333981
8-Bit Adventures 2,positive,Adventures,0.010425490718364258
8-Bit Adventures 2,positive,RPG,0.019111741839080255
8-Bit Adventures 2,positive,exquisitely crafted RPG,0.019166645410452425
8-Bit Adventures 2,positive,crafted RPG epic,0.019166645410452425
8-Bit Adventures 2,positive,Bit Adventures,0.024660666625582594
8-Bit Adventures 2,positive,game,0.02498771756694255
8-Bit Adventures 2,positive,crafted RPG,0.06471346175905772
8-Bit Adventures 2,positive,RPG epic,0.06471346175905772
8-Bit Adventures 2,positive,exquisitely crafted,0.07554193216346726
8-Bit Adventures 2,positive,genre,0.082838918191498
8-Bit Adventures 2,positive,story,0.09391531121391372
8-Bit Adventures 2,positive,classic,0.09781273722060052
8-Bit Adventures 2,positive,fantastic adventure JRPG,0.09844552153245945
8-Bit Adventures 2,positive,adventure JRPG,0.09915994481520488
8-Bit Adventures 2,positive,great,0.10265012733708355
8-Bit Adventures 2,neutral,make adventure maintain,0.003511636646323639
8-Bit Adventures 2,neutral,adventure maintain momentum,0.003511636646323639
8-Bit Adventures 2,neutral,good trim,0.013067684312563138
8-Bit Adventures 2,neutral,color and variety,0.016150179589551762
8-Bit Adventures 2,neutral,variety of settings,0.016150179589551762
8-Bit Adventures 2,neutral,settings help make,0.016150179589551762
8-Bit Adventures 2,neutral,maintain momentum,0.016150179589551762
8-Bit Adventures 2,neutral,finished product,0.016150179589551762
8-Bit Adventures 2,neutral,product as needing,0.016150179589551762
8-Bit Adventures 2,neutral,needing a good,0.016150179589551762
8-Bit Adventures 2,neutral,make adventure,0.026841054545265645
8-Bit Adventures 2,neutral,adventure maintain,0.026841054545265645
8-Bit Adventures 2,neutral,RPG fans,0.06038562440442767
8-Bit Adventures 2,neutral,RPG genre,0.07927245032741197
8-Bit Adventures 2,neutral,RPG,0.10040159862543929
80 Days,positive,Jules Verne,0.010322767625210923
80 Days,positive,revisit Jules Verne,0.011429884081861262
80 Days,positive,fan of Jules,0.05131925554897491
80 Days,positive,Jules,0.07111244447166622
80 Days,positive,Verne,0.07111244447166622
80 Days,positive,revisit Jules,0.07434328051885311
80 Days,positive,travelling,0.12031594861534288
80 Days,positive,culture,0.13375101792975796
80 Days,positive,’ve,0.14604437205683027
80 Days,positive,fan,0.14755904420890198
80 Days,positive,check,0.14755904420890198
80 Days,positive,DAYS,0.16034847589648504
80 Days,positive,playthrough,0.1786812871221419
80 Days,positive,digital taste,0.19620397819076682
80 Days,positive,wonderfully,0.22704125762213276
80 Days,neutral,Jules Verne,0.0030458597173389527
80 Days,neutral,time of Jules,0.007209119774282124
80 Days,neutral,traversing the world,0.009126189698849348
80 Days,neutral,act of traversing,0.013095151449018445
80 Days,neutral,grand feat,0.016245817372079578
80 Days,neutral,simple feat,0.016245817372079578
80 Days,neutral,Days,0.034278050535979626
80 Days,neutral,world,0.039772590102360235
80 Days,neutral,Verne,0.048234375533601236
80 Days,neutral,Jules,0.06295532167170864
80 Days,neutral,feat,0.07030442419566416
80 Days,neutral,act,0.11369206228658875
80 Days,neutral,traversing,0.11369206228658875
80 Days,neutral,longer,0.11369206228658875
80 Days,neutral,grand,0.11369206228658875
A Monster's Expedition,positive,Monster Expedition,0.005339973843277949
A Monster's Expedition,positive,Monster,0.013806700234836173
A Monster's Expedition,positive,Monster ’s Expedition,0.015365785346697193
A Monster's Expedition,positive,Expedition,0.015566477968243453
A Monster's Expedition,positive,Monster Expedition quick,0.024531773802341287
A Monster's Expedition,positive,game,0.04617918238542519
A Monster's Expedition,positive,big challenge,0.04955131854733049
A Monster's Expedition,positive,giant heart,0.05182137568981334
A Monster's Expedition,positive,masters a genre,0.05420079981612389
A Monster's Expedition,positive,puzzle,0.056484524870516514
A Monster's Expedition,positive,puzzle games,0.05701914293308853
A Monster's Expedition,positive,experience,0.057314281236641236
A Monster's Expedition,positive,puzzles,0.07907833481872312
A Monster's Expedition,positive,games,0.09235836477085038
A Monster's Expedition,positive,Draknek masters,0.10962229335421711
A Monster's Expedition,neutral,Monster Expedition,0.003975349304047181
A Monster's Expedition,neutral,cleverly designed game,0.00756668379366399
A Monster's Expedition,neutral,basic mechanic,0.016644449326421097
A Monster's Expedition,neutral,cleverly designed,0.01971311719516671
A Monster's Expedition,neutral,extracts an immense,0.01971311719516671
A Monster's Expedition,neutral,immense amount,0.01971311719516671
A Monster's Expedition,neutral,designed game,0.051299571364318876
A Monster's Expedition,neutral,Monster,0.06292541996079862
A Monster's Expedition,neutral,Expedition,0.06292541996079862
A Monster's Expedition,neutral,Principally,0.0975603423465587
A Monster's Expedition,neutral,game,0.11698423660363302
A Monster's Expedition,neutral,mechanic,0.11775020951088773
A Monster's Expedition,neutral,head-heavy challenge,0.12842580354843888
A Monster's Expedition,neutral,true feast,0.12842580354843888
A Monster's Expedition,neutral,cleverly,0.13903964457946832
A Mortician's Tale,positive,clear-eyed and uplifting,0.03702754867077389
A Mortician's Tale,positive,Mortician Tale,0.041361780821459186
A Mortician's Tale,positive,game,0.081873352834675
A Mortician's Tale,positive,Death,0.08278264033230949
A Mortician's Tale,positive,Mortician,0.08881106145564048
A Mortician's Tale,positive,Tale,0.09558771206196442
A Mortician's Tale,positive,uplifting game,0.10232215968108688
A Mortician's Tale,positive,business,0.1339709820034545
A Mortician's Tale,positive,moment,0.18895889210417616
A Mortician's Tale,positive,clear-eyed,0.18895889210417616
A Mortician's Tale,positive,uplifting,0.18895889210417616
A Mortician's Tale,positive,death business,0.19955435251510514
A Mortician's Tale,positive,life only certainty,0.22327922598263245
A Mortician's Tale,positive,meditation on life,0.2500634809990087
A Mortician's Tale,positive,thought-provoking,0.26801342989105337
A Plague Tale: Innocence,positive,Plague Tale,2.1064404810978365e-05
A Plague Tale: Innocence,positive,Plague Tale Innocence,8.303814835411613e-05
A Plague Tale: Innocence,positive,Plague,0.0003346191608978364
A Plague Tale: Innocence,positive,Tale,0.0004336849385848919
A Plague Tale: Innocence,positive,Innocence,0.0006134743898677078
A Plague Tale: Innocence,positive,Tale Innocence,0.0009352086424633518
A Plague Tale: Innocence,positive,Plague Tale feels,0.0017155435871751442
A Plague Tale: Innocence,positive,Plague Tale deserves,0.002248052791434789
A Plague Tale: Innocence,positive,making Plague Tale,0.00230865067401778
A Plague Tale: Innocence,positive,Plague Tale emotive,0.0023641060189337113
A Plague Tale: Innocence,positive,Plague Tale backs,0.0024212312405232205
A Plague Tale: Innocence,positive,game,0.0025172809825873494
A Plague Tale: Innocence,positive,Plague Tale managed,0.002544802490624788
A Plague Tale: Innocence,positive,Plague Tale undoubted,0.0026904397904102006
A Plague Tale: Innocence,positive,story,0.004242621963081366
A Plague Tale: Innocence,neutral,Plague Tale,0.0003188125122897974
A Plague Tale: Innocence,neutral,Plague Tale Innocence,0.0017052169833105028
A Plague Tale: Innocence,neutral,Plague,0.002483045412099429
A Plague Tale: Innocence,neutral,Plague Tale suffers,0.003178980952051143
A Plague Tale: Innocence,neutral,Tale,0.0035183141526874393
A Plague Tale: Innocence,neutral,Plague Tale story,0.0038487932142644
A Plague Tale: Innocence,neutral,Innocence,0.006754704287057072
A Plague Tale: Innocence,neutral,Plague Tale offers,0.007869442368625038
A Plague Tale: Innocence,neutral,Plague Tale excels,0.008851229425601558
A Plague Tale: Innocence,neutral,Plague Tale convinces,0.010170173660698972
A Plague Tale: Innocence,neutral,Plague Tale delivers,0.010536355098055622
A Plague Tale: Innocence,neutral,Tale Innocence,0.01977588151039217
A Plague Tale: Innocence,neutral,story,0.02203477969167787
A Plague Tale: Innocence,neutral,game,0.022110095704719425
A Plague Tale: Innocence,neutral,gameplay,0.0315294864539122
A Plague Tale: Requiem,positive,Plague Tale Requiem,2.280751392468766e-05
A Plague Tale: Requiem,positive,Plague Tale,2.5910842393043383e-05
A Plague Tale: Requiem,positive,Plague Tale Innocence,0.0002514231071923834
A Plague Tale: Requiem,positive,Plague,0.00044657771093456445
A Plague Tale: Requiem,positive,Tale Requiem,0.0004575045885673151
A Plague Tale: Requiem,positive,Requiem,0.00048552252169208624
A Plague Tale: Requiem,positive,Tale,0.0005029366470587147
A Plague Tale: Requiem,positive,Tale Requiem successfully,0.0017074678495332164
A Plague Tale: Requiem,positive,future Plague Tale,0.002056829882900784
A Plague Tale: Requiem,positive,Plague Tale titles,0.0020651609150177403
A Plague Tale: Requiem,positive,Asobo Studio,0.002462533056998477
A Plague Tale: Requiem,positive,game,0.0027730806082901503
A Plague Tale: Requiem,positive,Tale Requiem met,0.0038445383029410284
A Plague Tale: Requiem,positive,Tale Innocence,0.005018541918081148
A Plague Tale: Requiem,positive,Asobo,0.006038346508090713
A Plague Tale: Requiem,neutral,Plague Tale,0.0004760804363237441
A Plague Tale: Requiem,neutral,Plague Tale Requiem,0.0019651579078004897
A Plague Tale: Requiem,neutral,Plague,0.0032340641680008316
A Plague Tale: Requiem,neutral,Tale,0.004360196240973132
A Plague Tale: Requiem,neutral,Requiem,0.0054901522383214016
A Plague Tale: Requiem,neutral,Plague Tale great,0.012905195373207948
A Plague Tale: Requiem,neutral,game,0.013473195638322052
A Plague Tale: Requiem,neutral,hungry plague rats,0.014523105410149909
A Plague Tale: Requiem,neutral,Tale Requiem manages,0.01863263478798195
A Plague Tale: Requiem,neutral,Tale Requiem,0.019773296462053412
A Plague Tale: Requiem,neutral,hungry plague,0.029959680636290575
A Plague Tale: Requiem,neutral,gameplay,0.030308634930858704
A Plague Tale: Requiem,neutral,story,0.03321891295134865
A Plague Tale: Requiem,neutral,engrossing tale,0.04081774881053194
A Plague Tale: Requiem,neutral,plague rats,0.04191594961398688
A Short Hike,positive,Short Hike,0.000505940022147319
A Short Hike,positive,Short,0.0036016392414941565
A Short Hike,positive,Short Hike offers,0.004686655419710195
A Short Hike,positive,Hike,0.004785850639720249
A Short Hike,positive,game,0.015324152808832895
A Short Hike,positive,find phone signal,0.02599369382408036
A Short Hike,positive,phone signal leads,0.02599369382408036
A Short Hike,positive,short game,0.03307001826171115
A Short Hike,positive,experience,0.034088405409509005
A Short Hike,positive,Hike offers,0.04166847273739632
A Short Hike,positive,hours,0.06215796596588676
A Short Hike,positive,characters,0.07197849176786981
A Short Hike,positive,games,0.07662076404416449
A Short Hike,positive,find phone,0.08276059632377071
A Short Hike,positive,phone signal,0.08276059632377071
A Short Hike,neutral,Short Hike,0.005255644315034147
A Short Hike,neutral,Short,0.01565798737228291
A Short Hike,neutral,Hike,0.02575222752429896
A Short Hike,neutral,Short Hike resembles,0.03411243286472506
A Short Hike,neutral,Short Hike stayed,0.034485093641676276
A Short Hike,neutral,Short Hike delivers,0.035098848763592316
A Short Hike,neutral,game,0.04653417572576821
A Short Hike,neutral,found A Short,0.04839484434839997
A Short Hike,neutral,short time,0.09254287696725634
A Short Hike,neutral,short storyline,0.12444626117475917
A Short Hike,neutral,Hawk Peak,0.1309544340830858
A Short Hike,neutral,main hike,0.15195341807841417
A Short Hike,neutral,time,0.16392856169982756
A Short Hike,neutral,experience,0.16886301864031528
A Short Hike,neutral,Hike resembles,0.1729711993595171
A Space for the Unbound,positive,Space,0.0014628942281730182
A Space for the Unbound,positive,Unbound,0.0017894950625793123
A Space for the Unbound,positive,game,0.006097922719579675
A Space for the Unbound,positive,story,0.011675072979576089
A Space for the Unbound,positive,adventure,0.018308147534844884
A Space for the Unbound,positive,adventure game,0.018333828696914203
A Space for the Unbound,positive,games,0.023036596940634327
A Space for the Unbound,positive,Atma and Raya,0.026485669926478952
A Space for the Unbound,positive,Atma,0.037050267550156925
A Space for the Unbound,positive,Raya,0.03785522047813874
A Space for the Unbound,positive,Space Dive,0.041563762377584225
A Space for the Unbound,positive,narrative,0.04371447206249304
A Space for the Unbound,positive,adventure game players,0.043813630858455035
A Space for the Unbound,positive,emotional,0.04516325021833896
A Space for the Unbound,positive,indie games,0.05308938902471779
A Space for the Unbound,neutral,Disparate parts pull,0.004601155921726905
A Space for the Unbound,neutral,Disparate parts,0.025278354193626888
A Space for the Unbound,neutral,awkward adolescence,0.025278354193626888
A Space for the Unbound,neutral,parts pull,0.031000654467926055
A Space for the Unbound,neutral,form a beautiful,0.031000654467926055
A Space for the Unbound,neutral,Space,0.054089764777127916
A Space for the Unbound,neutral,Unbound,0.06939366864827806
