game_name,type,aspect,mentions,sentiment_percentage
The Last of Us Part II,advantage,Gameplay,58,77.59
The Last of Us Part II,advantage,Difficulty,17,76.47
The Last of Us Part II,advantage,Performance,10,70.0
The Last of Us Part II Remastered,advantage,Music & Sound,4,100.0
The Last of Us Part II Remastered,advantage,Graphics,21,95.24
The Last of Us Part II Remastered,advantage,Level Design,13,92.31
The Last of Us Part II Remastered,advantage,Performance,20,90.0
The Last of Us Part II Remastered,advantage,Replayability,29,86.21
The Last of Us Part II Remastered,advantage,Characters,6,83.33
The Last of Us Part II Remastered,advantage,Difficulty,11,81.82
The Last of Us Part II Remastered,advantage,Story,37,81.08
The Last of Us Part II Remastered,advantage,Gameplay,22,68.18
The Last of Us Remastered,advantage,Gameplay,7,100.0
The Last of Us Remastered,advantage,Story,10,100.0
The Last of Us Remastered,advantage,Graphics,11,100.0
The Last of Us Remastered,advantage,Characters,5,100.0
The Last of Us Remastered,advantage,Performance,5,100.0
The Last of Us Remastered,advantage,Replayability,6,100.0
The Legend of Heroes: Trails Beyond the Horizon,advantage,Graphics,7,85.71
The Legend of Heroes: Trails Beyond the Horizon,advantage,Characters,21,85.71
The Legend of Heroes: Trails Beyond the Horizon,advantage,Gameplay,33,81.82
The Legend of Heroes: Trails Beyond the Horizon,advantage,Story,36,80.56
The Legend of Heroes: Trails Beyond the Horizon,advantage,Replayability,4,75.0
The Legend of Heroes: Trails Through Daybreak,advantage,Difficulty,5,100.0
The Legend of Heroes: Trails Through Daybreak,advantage,Characters,26,96.15
The Legend of Heroes: Trails Through Daybreak,advantage,Story,29,93.1
The Legend of Heroes: Trails Through Daybreak,advantage,Gameplay,33,87.88
The Legend of Heroes: Trails Through Daybreak,advantage,Graphics,4,75.0
The Legend of Heroes: Trails from Zero,advantage,Difficulty,5,100.0
The Legend of Heroes: Trails from Zero,advantage,Characters,21,95.24
The Legend of Heroes: Trails from Zero,advantage,Story,35,85.71
The Legend of Heroes: Trails from Zero,advantage,Gameplay,19,84.21
The Legend of Heroes: Trails from Zero,advantage,Graphics,6,66.67
The Legend of Heroes: Trails from Zero,advantage,Music & Sound,6,66.67
The Legend of Heroes: Trails in the Sky,advantage,Characters,3,100.0
The Legend of Heroes: Trails in the Sky - Second Chapter,advantage,Story,3,100.0
The Legend of Heroes: Trails in the Sky the 3rd,advantage,Characters,4,75.0
The Legend of Heroes: Trails into Reverie,advantage,Level Design,3,100.0
The Legend of Heroes: Trails into Reverie,advantage,Replayability,5,80.0
The Legend of Heroes: Trails into Reverie,advantage,Characters,28,78.57
The Legend of Heroes: Trails into Reverie,advantage,Gameplay,20,75.0
The Legend of Heroes: Trails into Reverie,advantage,Music & Sound,4,75.0
The Legend of Heroes: Trails into Reverie,advantage,Story,30,73.33
The Legend of Heroes: Trails into Reverie,advantage,Graphics,3,66.67
The Legend of Heroes: Trails into Reverie,advantage,Performance,3,66.67
The Legend of Heroes: Trails into Reverie,disadvantage,Performance,3,33.33
The Legend of Heroes: Trails into Reverie,disadvantage,Difficulty,5,20.0
The Legend of Heroes: Trails of Cold Steel II,advantage,Difficulty,4,100.0
The Legend of Heroes: Trails of Cold Steel II,advantage,Characters,12,83.33
The Legend of Heroes: Trails of Cold Steel II,advantage,Story,24,83.33
The Legend of Heroes: Trails of Cold Steel II,advantage,Gameplay,18,66.67
The Legend of Heroes: Trails of Cold Steel II,advantage,Graphics,5,60.0
The Legend of Heroes: Trails of Cold Steel II,disadvantage,Graphics,5,20.0
The Legend of Heroes: Trails of Cold Steel III,advantage,Music & Sound,5,100.0
The Legend of Heroes: Trails of Cold Steel III,advantage,Performance,4,100.0
The Legend of Heroes: Trails of Cold Steel III,advantage,Characters,23,91.3
The Legend of Heroes: Trails of Cold Steel III,advantage,Graphics,10,90.0
The Legend of Heroes: Trails of Cold Steel III,advantage,Gameplay,25,80.0
The Legend of Heroes: Trails of Cold Steel III,advantage,Story,38,78.95
The Legend of Heroes: Trails of Cold Steel III,advantage,Difficulty,14,78.57
The Legend of Heroes: Trails of Cold Steel IV,advantage,Characters,29,75.86
The Legend of Heroes: Trails of Cold Steel IV,advantage,Difficulty,4,75.0
The Legend of Heroes: Trails of Cold Steel IV,advantage,Replayability,4,75.0
The Legend of Heroes: Trails of Cold Steel IV,advantage,Story,35,74.29
The Legend of Heroes: Trails of Cold Steel IV,advantage,Gameplay,15,73.33
The Legend of Heroes: Trails of Cold Steel IV,advantage,Graphics,3,66.67
The Legend of Heroes: Trails of Cold Steel IV,disadvantage,Graphics,3,33.33
The Legend of Heroes: Trails to Azure,advantage,Music & Sound,4,100.0
The Legend of Heroes: Trails to Azure,advantage,Gameplay,21,95.24
The Legend of Heroes: Trails to Azure,advantage,Characters,18,94.44
The Legend of Heroes: Trails to Azure,advantage,Story,23,91.3
The Legend of Heroes: Trails to Azure,advantage,Graphics,6,83.33
The Legend of Heroes: Trails to Azure,advantage,Difficulty,4,75.0
The Legend of Heroes: Trails to Azure,advantage,Replayability,3,66.67
The Legend of Heroes: Trials of Cold Steel - Decisive Edition,advantage,Gameplay,4,100.0
The Legend of Heroes: Trials of Cold Steel - Decisive Edition,advantage,Characters,4,100.0
The Legend of Heroes: Trials of Cold Steel - Decisive Edition,advantage,Story,6,83.33
The Legend of Tian Ding,advantage,Story,5,100.0
The Legend of Tian Ding,advantage,Difficulty,4,100.0
The Legend of Tian Ding,advantage,Characters,3,100.0
The Legend of Tian Ding,advantage,Gameplay,16,87.5
The Legend of Tian Ding,advantage,Graphics,9,77.78
The Legend of Zelda: A Link Between Worlds,advantage,Gameplay,12,100.0
The Legend of Zelda: A Link Between Worlds,advantage,Graphics,6,100.0
The Legend of Zelda: A Link Between Worlds,advantage,Characters,3,100.0
The Legend of Zelda: A Link Between Worlds,advantage,Level Design,3,100.0
The Legend of Zelda: A Link Between Worlds,advantage,Music & Sound,3,100.0
The Legend of Zelda: A Link Between Worlds,advantage,Difficulty,8,100.0
The Legend of Zelda: Breath of the Wild,advantage,Gameplay,29,100.0
The Legend of Zelda: Breath of the Wild,advantage,Story,7,100.0
The Legend of Zelda: Breath of the Wild,advantage,Graphics,6,100.0
The Legend of Zelda: Breath of the Wild,advantage,Level Design,6,100.0
The Legend of Zelda: Breath of the Wild,advantage,Performance,11,100.0
The Legend of Zelda: Breath of the Wild,advantage,Replayability,6,100.0
The Legend of Zelda: Breath of the Wild,advantage,Difficulty,5,80.0
The Legend of Zelda: Breath of the Wild - The Champions' Ballad,advantage,Gameplay,3,100.0
The Legend of Zelda: Breath of the Wild - The Champions' Ballad,advantage,Story,6,83.33
The Legend of Zelda: Breath of the Wild Nintendo Switch 2 Edition,advantage,Graphics,7,100.0
The Legend of Zelda: Breath of the Wild Nintendo Switch 2 Edition,advantage,Performance,7,100.0
The Legend of Zelda: Breath of the Wild Nintendo Switch 2 Edition,advantage,Replayability,4,100.0
The Legend of Zelda: Echoes of Wisdom,advantage,Story,5,100.0
The Legend of Zelda: Echoes of Wisdom,advantage,Graphics,8,100.0
The Legend of Zelda: Echoes of Wisdom,advantage,Characters,15,100.0
The Legend of Zelda: Echoes of Wisdom,advantage,Difficulty,6,100.0
The Legend of Zelda: Echoes of Wisdom,advantage,Music & Sound,5,100.0
The Legend of Zelda: Echoes of Wisdom,advantage,Performance,17,94.12
The Legend of Zelda: Echoes of Wisdom,advantage,Gameplay,53,90.57
The Legend of Zelda: Link's Awakening,advantage,Story,3,100.0
The Legend of Zelda: Link's Awakening,advantage,Replayability,4,100.0
The Legend of Zelda: Link's Awakening,advantage,Characters,4,100.0
The Legend of Zelda: Link's Awakening,advantage,Level Design,5,100.0
The Legend of Zelda: Link's Awakening,advantage,Music & Sound,7,100.0
The Legend of Zelda: Link's Awakening,advantage,Difficulty,7,100.0
The Legend of Zelda: Link's Awakening,advantage,Graphics,19,94.74
The Legend of Zelda: Link's Awakening,advantage,Gameplay,16,93.75
The Legend of Zelda: Link's Awakening,advantage,Performance,12,91.67
The Legend of Zelda: Majora's Mask 3D,advantage,Gameplay,8,100.0
The Legend of Zelda: Majora's Mask 3D,advantage,Story,8,100.0
The Legend of Zelda: Majora's Mask 3D,advantage,Graphics,4,100.0
The Legend of Zelda: Majora's Mask 3D,advantage,Characters,4,100.0
The Legend of Zelda: Majora's Mask 3D,advantage,Difficulty,3,100.0
The Legend of Zelda: Skyward Sword HD,advantage,Characters,7,85.71
The Legend of Zelda: Skyward Sword HD,advantage,Replayability,7,85.71
The Legend of Zelda: Skyward Sword HD,advantage,Gameplay,37,83.78
The Legend of Zelda: Skyward Sword HD,advantage,Graphics,12,83.33
The Legend of Zelda: Skyward Sword HD,advantage,Story,24,75.0
The Legend of Zelda: Skyward Sword HD,advantage,Difficulty,7,71.43
The Legend of Zelda: Skyward Sword HD,advantage,Performance,6,66.67
The Legend of Zelda: Tears of the Kingdom,advantage,Story,15,100.0
The Legend of Zelda: Tears of the Kingdom,advantage,Graphics,5,100.0
The Legend of Zelda: Tears of the Kingdom,advantage,Difficulty,12,100.0
The Legend of Zelda: Tears of the Kingdom,advantage,Music & Sound,4,100.0
The Legend of Zelda: Tears of the Kingdom,advantage,Performance,8,100.0
The Legend of Zelda: Tears of the Kingdom,advantage,Gameplay,33,96.97
The Legend of Zelda: Tears of the Kingdom,advantage,Level Design,14,92.86
The Legend of Zelda: Tears of the Kingdom,advantage,Replayability,3,66.67
The Legend of Zelda: Tears of the Kingdom Nintendo Switch 2 Edition,advantage,Performance,4,100.0
The Legend of Zelda: Twilight Princess HD,advantage,Story,6,100.0
The Legend of Zelda: Twilight Princess HD,advantage,Characters,3,100.0
The Legend of Zelda: Twilight Princess HD,advantage,Gameplay,11,81.82
The Legend of Zelda: Twilight Princess HD,advantage,Graphics,13,76.92
The Life and Suffering of Sir Brante,advantage,Difficulty,5,80.0
The Life and Suffering of Sir Brante,advantage,Gameplay,4,75.0
The Life and Suffering of Sir Brante,advantage,Characters,4,75.0
The Lion's Song: The Full Season,advantage,Characters,8,87.5
The Lion's Song: The Full Season,advantage,Gameplay,5,80.0
The Lion's Song: The Full Season,advantage,Graphics,5,80.0
The Lion's Song: The Full Season,advantage,Music & Sound,5,80.0
The Lion's Song: The Full Season,advantage,Story,13,76.92
The Lullaby of Life,advantage,Gameplay,3,100.0
The Lullaby of Life,advantage,Difficulty,3,100.0
The Lullaby of Life,advantage,Music & Sound,5,80.0
The Making of Karateka,advantage,Replayability,3,100.0
The Messenger,advantage,Story,16,100.0
The Messenger,advantage,Graphics,3,100.0
The Messenger,advantage,Characters,3,100.0
The Messenger,advantage,Level Design,12,100.0
The Messenger,advantage,Replayability,3,100.0
The Messenger,advantage,Music & Sound,10,100.0
The Messenger,advantage,Difficulty,22,95.45
The Messenger,advantage,Gameplay,35,94.29
The Metronomicon,advantage,Music & Sound,3,66.67
The Midnight Walk,advantage,Graphics,7,100.0
The Midnight Walk,advantage,Story,15,80.0
The Midnight Walk,advantage,Music & Sound,9,77.78
The Midnight Walk,advantage,Gameplay,13,69.23
The Murder of Sonic the Hedgehog,advantage,Graphics,5,60.0
The Nameless: Slay Dragon,advantage,Characters,3,100.0
The Nameless: Slay Dragon,advantage,Gameplay,4,75.0
The Nameless: Slay Dragon,advantage,Story,7,71.43
The Nioh Collection,advantage,Replayability,7,85.71
The Nioh Collection,advantage,Gameplay,6,83.33
The Nioh Collection,advantage,Difficulty,8,75.0
The Nioh Collection,advantage,Performance,4,75.0
The Outer Worlds,advantage,Level Design,3,100.0
The Outer Worlds,advantage,Replayability,8,87.5
The Outer Worlds,advantage,Characters,27,81.48
The Outer Worlds,advantage,Gameplay,33,72.73
The Outer Worlds,advantage,Story,51,68.63
The Outer Worlds,disadvantage,Performance,10,20.0
The Outer Worlds 2,advantage,Graphics,4,100.0
The Outer Worlds 2,advantage,Characters,25,92.0
The Outer Worlds 2,advantage,Performance,16,87.5
The Outer Worlds 2,advantage,Level Design,6,83.33
The Outer Worlds 2,advantage,Story,53,79.25
The Outer Worlds 2,advantage,Gameplay,40,77.5
The Outer Worlds 2,advantage,Replayability,13,69.23
The Outer Worlds 2,advantage,Music & Sound,3,66.67
The Outer Worlds: Spacer's Choice Edition,advantage,Gameplay,3,100.0
The Outer Worlds: Spacer's Choice Edition,advantage,Story,3,100.0
The Outer Worlds: Spacer's Choice Edition,advantage,Characters,3,66.67
The Outer Worlds: Spacer's Choice Edition,advantage,Replayability,3,66.67
The Perfect Pencil,advantage,Gameplay,7,71.43
The Planet Crafter,advantage,Gameplay,4,75.0
The Plucky Squire,advantage,Music & Sound,4,100.0
The Plucky Squire,advantage,Characters,14,92.86
The Plucky Squire,advantage,Graphics,21,90.48
The Plucky Squire,advantage,Story,34,88.24
The Plucky Squire,advantage,Gameplay,59,76.27
The Plucky Squire,advantage,Performance,8,75.0
The Plucky Squire,advantage,Difficulty,19,73.68
The Plucky Squire,advantage,Level Design,5,60.0
The Plucky Squire,disadvantage,Level Design,5,20.0
The Red Strings Club,advantage,Characters,3,100.0
The Red Strings Club,advantage,Graphics,4,75.0
The Red Strings Club,advantage,Story,26,69.23
The Riftbreaker,advantage,Graphics,4,75.0
The Riftbreaker,advantage,Gameplay,6,66.67
The Rise of the Golden Idol,advantage,Gameplay,9,100.0
The Rise of the Golden Idol,advantage,Story,8,100.0
The Rise of the Golden Idol,advantage,Graphics,3,100.0
The Rise of the Golden Idol,advantage,Difficulty,3,100.0
The Rogue Prince of Persia,advantage,Graphics,9,100.0
The Rogue Prince of Persia,advantage,Difficulty,12,83.33
The Rogue Prince of Persia,advantage,Gameplay,40,82.5
The Rogue Prince of Persia,advantage,Level Design,4,75.0
The Rogue Prince of Persia,advantage,Characters,4,75.0
The Rogue Prince of Persia,advantage,Story,11,72.73
The Rogue Prince of Persia,advantage,Music & Sound,8,62.5
The Roottrees Are Dead,advantage,Story,4,100.0
The Sexy Brutale,advantage,Difficulty,11,81.82
The Sexy Brutale,advantage,Music & Sound,10,80.0
The Sexy Brutale,advantage,Characters,4,75.0
The Sexy Brutale,advantage,Gameplay,12,66.67
The Sexy Brutale,advantage,Story,21,66.67
The Sims 4: Eco Lifestyle,advantage,Level Design,3,66.67
The Stanley Parable: Ultra Deluxe,advantage,Story,11,90.91
The Stanley Parable: Ultra Deluxe,advantage,Replayability,16,87.5
The Stanley Parable: Ultra Deluxe,advantage,Gameplay,5,80.0
The Swapper,advantage,Difficulty,9,100.0
The Swapper,advantage,Story,14,92.86
The Swapper,advantage,Graphics,8,87.5
The Swapper,advantage,Gameplay,7,85.71
The Swapper,advantage,Replayability,4,75.0
The Séance of Blake Manor,advantage,Story,6,83.33
The Séance of Blake Manor,advantage,Gameplay,4,75.0
The Séance of Blake Manor,advantage,Characters,3,66.67
The Séance of Blake Manor,advantage,Performance,3,66.67
The Talos Principle,advantage,Music & Sound,3,100.0
The Talos Principle,advantage,Level Design,4,100.0
The Talos Principle,advantage,Replayability,4,100.0
The Talos Principle,advantage,Story,15,93.33
The Talos Principle,advantage,Difficulty,8,87.5
The Talos Principle,advantage,Gameplay,7,85.71
The Talos Principle 2,advantage,Characters,5,100.0
The Talos Principle 2,advantage,Graphics,4,100.0
The Talos Principle 2,advantage,Music & Sound,3,100.0
The Talos Principle 2,advantage,Level Design,5,100.0
The Talos Principle 2,advantage,Performance,3,100.0
The Talos Principle 2,advantage,Story,29,96.55
The Talos Principle 2,advantage,Gameplay,11,90.91
The Talos Principle 2,advantage,Difficulty,11,90.91
The Talos Principle: Reawakened,advantage,Gameplay,4,100.0
The Talos Principle: Reawakened,advantage,Story,6,100.0
The Talos Principle: Reawakened,advantage,Graphics,13,100.0
The Talos Principle: Reawakened,advantage,Level Design,4,100.0
The Talos Principle: Reawakened,advantage,Difficulty,5,100.0
The Talos Principle: Reawakened,advantage,Replayability,5,100.0
The Vale: Shadow of the Crown,advantage,Story,3,100.0
The Vale: Shadow of the Crown,advantage,Music & Sound,8,87.5
The Vale: Shadow of the Crown,advantage,Gameplay,5,80.0
The Walking Dead: Saints & Sinners,advantage,Gameplay,8,100.0
The Walking Dead: Saints & Sinners,advantage,Story,7,85.71
The Walking Dead: Saints & Sinners,advantage,Performance,3,66.67
The Walking Dead: Season Two Episode 2 - A House Divided,advantage,Difficulty,4,100.0
The Walking Dead: Season Two Episode 2 - A House Divided,advantage,Characters,7,71.43
The Walking Dead: Season Two Episode 2 - A House Divided,advantage,Story,19,68.42
The Walking Dead: Season Two Episode 2 - A House Divided,advantage,Gameplay,3,66.67
The Walking Dead: Season Two Episode 3 - In Harm's Way,advantage,Difficulty,3,100.0
The Walking Dead: Season Two Episode 3 - In Harm's Way,advantage,Characters,9,88.89
The Walking Dead: Season Two Episode 3 - In Harm's Way,advantage,Story,8,62.5
The Walking Dead: The Telltale Definitive Series,advantage,Graphics,6,100.0
The Walking Dead: The Telltale Definitive Series,advantage,Performance,3,100.0
The Walking Dead: The Telltale Definitive Series,advantage,Difficulty,4,100.0
The Walking Dead: The Telltale Definitive Series,advantage,Replayability,4,100.0
The Walking Dead: The Telltale Definitive Series,advantage,Story,6,83.33
The Witcher 3: Wild Hunt,advantage,Level Design,7,100.0
The Witcher 3: Wild Hunt,advantage,Replayability,20,100.0
The Witcher 3: Wild Hunt,advantage,Music & Sound,5,100.0
The Witcher 3: Wild Hunt,advantage,Story,37,97.3
The Witcher 3: Wild Hunt,advantage,Characters,22,95.45
The Witcher 3: Wild Hunt,advantage,Gameplay,39,94.87
The Witcher 3: Wild Hunt,advantage,Graphics,11,90.91
The Witcher 3: Wild Hunt,advantage,Performance,17,82.35
The Witcher 3: Wild Hunt,advantage,Difficulty,9,77.78
The Witcher 3: Wild Hunt - Blood and Wine,advantage,Gameplay,8,100.0
The Witcher 3: Wild Hunt - Blood and Wine,advantage,Story,14,100.0
The Witcher 3: Wild Hunt - Blood and Wine,advantage,Characters,8,100.0
The Witcher 3: Wild Hunt - Blood and Wine,advantage,Level Design,5,100.0
The Witcher 3: Wild Hunt - Blood and Wine,advantage,Replayability,11,100.0
The Witcher 3: Wild Hunt - Complete Edition (Switch),advantage,Gameplay,3,100.0
The Witcher 3: Wild Hunt - Complete Edition (Switch),advantage,Graphics,15,100.0
The Witcher 3: Wild Hunt - Complete Edition (Switch),advantage,Performance,13,100.0
The Witcher 3: Wild Hunt - Complete Edition (Switch),advantage,Replayability,3,66.67
The Witcher 3: Wild Hunt - Hearts of Stone,advantage,Level Design,3,100.0
The Witcher 3: Wild Hunt - Hearts of Stone,advantage,Characters,15,100.0
The Witcher 3: Wild Hunt - Hearts of Stone,advantage,Replayability,14,100.0
The Witcher 3: Wild Hunt - Hearts of Stone,advantage,Story,26,96.15
The Witcher 3: Wild Hunt - Hearts of Stone,advantage,Gameplay,10,80.0
The Witcher 3: Wild Hunt - Hearts of Stone,advantage,Difficulty,3,66.67
The Witness,advantage,Replayability,3,100.0
The Witness,advantage,Difficulty,17,82.35
The Witness,advantage,Gameplay,15,73.33
The Witness,disadvantage,Level Design,4,25.0
The Wizards,advantage,Gameplay,6,66.67
The Wolf Among Us: Episode 1 - Faith,advantage,Story,4,75.0
The Wolf Among Us: Episode 3 - A Crooked Mile,advantage,Characters,9,100.0
The Wolf Among Us: Episode 3 - A Crooked Mile,advantage,Gameplay,4,75.0
The Wolf Among Us: Episode 3 - A Crooked Mile,advantage,Story,11,72.73
The Wolf Among Us: Episode 5 - Cry Wolf,advantage,Story,7,100.0
The Wolf Among Us: Episode 5 - Cry Wolf,advantage,Characters,4,100.0
The Wolf Among Us: Episode 5 - Cry Wolf,advantage,Replayability,3,100.0
The Wolf Among Us: Season One,advantage,Gameplay,3,100.0
The Wolf Among Us: Season One,advantage,Story,3,66.67
Theatrhythm Final Bar Line,advantage,Level Design,6,100.0
Theatrhythm Final Bar Line,advantage,Replayability,24,100.0
Theatrhythm Final Bar Line,advantage,Gameplay,20,95.0
Theatrhythm Final Bar Line,advantage,Difficulty,12,91.67
Theatrhythm Final Bar Line,advantage,Music & Sound,32,90.62
Theatrhythm Final Bar Line,advantage,Characters,9,88.89
Theatrhythm Final Bar Line,advantage,Graphics,4,75.0
Theatrhythm Final Fantasy: Curtain Call,advantage,Gameplay,6,100.0
Theatrhythm Final Fantasy: Curtain Call,advantage,Replayability,7,100.0
Theatrhythm Final Fantasy: Curtain Call,advantage,Music & Sound,15,93.33
Theatrhythm Final Fantasy: Curtain Call,advantage,Characters,5,80.0
Them's Fightin' Herds,advantage,Difficulty,4,75.0
Them's Fightin' Herds,advantage,Story,13,69.23
Them's Fightin' Herds,advantage,Gameplay,6,66.67
There Is No Game: Wrong Dimension,advantage,Story,3,100.0
Thimbleweed Park,advantage,Difficulty,8,87.5
Thimbleweed Park,advantage,Characters,21,85.71
Thimbleweed Park,advantage,Story,25,84.0
Thimbleweed Park,advantage,Gameplay,10,60.0
This Bed We Made,advantage,Graphics,3,100.0
This Bed We Made,advantage,Story,9,77.78
This War Of Mine: Final Cut,advantage,Gameplay,3,100.0
This War of Mine,advantage,Difficulty,12,83.33
This War of Mine,advantage,Graphics,6,83.33
This War of Mine,advantage,Story,4,75.0
This War of Mine,advantage,Gameplay,12,75.0
This Way Madness Lies,advantage,Gameplay,6,100.0
This Way Madness Lies,advantage,Story,4,100.0
Threshold,advantage,Graphics,4,75.0
Thronebreaker: The Witcher Tales,advantage,Graphics,4,100.0
Thronebreaker: The Witcher Tales,advantage,Characters,16,87.5
Thronebreaker: The Witcher Tales,advantage,Difficulty,15,86.67
Thronebreaker: The Witcher Tales,advantage,Gameplay,22,86.36
Thronebreaker: The Witcher Tales,advantage,Story,33,78.79
Thronefall,advantage,Gameplay,4,100.0
Thronefall,advantage,Difficulty,3,100.0
Thumper,advantage,Gameplay,6,100.0
Thumper,advantage,Graphics,8,100.0
Thumper,advantage,Difficulty,17,100.0
Thumper,advantage,Music & Sound,18,94.44
Thumper,advantage,Level Design,6,83.33
Timberborn,advantage,Gameplay,6,66.67
Timberborn,advantage,Replayability,3,66.67
Time Flies,advantage,Graphics,3,100.0
Time Flies,advantage,Level Design,4,100.0
Time Flies,advantage,Gameplay,8,75.0
Tiny Bookshop,advantage,Difficulty,4,100.0
Tiny Bookshop,advantage,Graphics,3,66.67
Tiny Bookshop,advantage,Gameplay,13,61.54
Tiny Terry's Turbo Trip,advantage,Story,5,80.0
Tiny Terry's Turbo Trip,advantage,Characters,5,80.0
Tiny Terry's Turbo Trip,advantage,Level Design,3,66.67
Tinykin,advantage,Story,4,100.0
Tinykin,advantage,Level Design,7,85.71
Tinykin,advantage,Gameplay,27,77.78
Tinykin,advantage,Graphics,8,75.0
Tinykin,advantage,Difficulty,3,66.67
Tinykin,advantage,Performance,3,66.67
Titanfall,advantage,Level Design,6,100.0
Titanfall,advantage,Gameplay,17,94.12
Titanfall,advantage,Performance,12,83.33
Titanfall,advantage,Story,5,60.0
Titanfall 2,advantage,Characters,3,100.0
Titanfall 2,advantage,Gameplay,29,96.55
Titanfall 2,advantage,Performance,21,95.24
Titanfall 2,advantage,Story,13,84.62
Titanfall 2,advantage,Difficulty,5,80.0
Titanfall 2,advantage,Replayability,7,71.43
Titanfall 2,advantage,Level Design,8,62.5
Titanium Court,advantage,Gameplay,3,100.0
Titanium Court,advantage,Story,3,100.0
To The Moon,advantage,Gameplay,4,100.0
To The Moon,advantage,Story,9,100.0
To The Moon,advantage,Difficulty,3,100.0
Toki Tori,advantage,Gameplay,3,100.0
Toki Tori,advantage,Level Design,5,100.0
Toki Tori,advantage,Difficulty,4,100.0
Toki Tori 2+,advantage,Difficulty,6,100.0
Toki Tori 2+,advantage,Gameplay,6,83.33
Toki Tori 2+,advantage,Level Design,3,66.67
Tokyo Mirage Sessions #FE,advantage,Gameplay,13,92.31
Tokyo Mirage Sessions #FE,advantage,Music & Sound,5,80.0
Tokyo Mirage Sessions #FE,advantage,Characters,10,70.0
Tokyo Mirage Sessions #FE,advantage,Performance,6,66.67
Tokyo Mirage Sessions #FE Encore,advantage,Difficulty,3,100.0
Tokyo Mirage Sessions #FE Encore,advantage,Replayability,10,100.0
Tokyo Mirage Sessions #FE Encore,advantage,Story,15,86.67
Tokyo Mirage Sessions #FE Encore,advantage,Music & Sound,12,83.33
Tokyo Mirage Sessions #FE Encore,advantage,Gameplay,12,75.0
Tokyo Mirage Sessions #FE Encore,advantage,Characters,10,60.0
Tom Clancy's The Division 2,advantage,Graphics,7,100.0
Tom Clancy's The Division 2,advantage,Difficulty,7,100.0
Tom Clancy's The Division 2,advantage,Music & Sound,3,100.0
Tom Clancy's The Division 2,advantage,Replayability,41,90.24
Tom Clancy's The Division 2,advantage,Characters,9,88.89
Tom Clancy's The Division 2,advantage,Gameplay,33,84.85
Tom Clancy's The Division 2,advantage,Level Design,6,83.33
Tom Clancy's The Division 2,advantage,Performance,9,77.78
Tom Clancy's The Division 2,advantage,Story,30,76.67
Tom Clancy's The Division 2: Battle for Brooklyn,advantage,Story,3,66.67
Tomb Raider,advantage,Gameplay,5,100.0
Tomb Raider,advantage,Difficulty,3,100.0
Tomb Raider,advantage,Replayability,4,100.0
Tomb Raider,advantage,Graphics,12,83.33
Tombwater,advantage,Gameplay,6,100.0
Tombwater,advantage,Level Design,3,100.0
Tony Hawk's Pro Skater 1 + 2,advantage,Graphics,21,100.0
Tony Hawk's Pro Skater 1 + 2,advantage,Characters,4,100.0
Tony Hawk's Pro Skater 1 + 2,advantage,Level Design,18,100.0
Tony Hawk's Pro Skater 1 + 2,advantage,Music & Sound,28,100.0
Tony Hawk's Pro Skater 1 + 2,advantage,Difficulty,13,100.0
Tony Hawk's Pro Skater 1 + 2,advantage,Gameplay,45,95.56
Tony Hawk's Pro Skater 1 + 2,advantage,Performance,9,88.89
Tony Hawk's Pro Skater 1 + 2,advantage,Replayability,12,83.33
Tony Hawk's Pro Skater 3 + 4,advantage,Graphics,23,91.3
Tony Hawk's Pro Skater 3 + 4,advantage,Replayability,26,88.46
Tony Hawk's Pro Skater 3 + 4,advantage,Music & Sound,34,88.24
Tony Hawk's Pro Skater 3 + 4,advantage,Gameplay,52,84.62
Tony Hawk's Pro Skater 3 + 4,advantage,Level Design,26,84.62
Tony Hawk's Pro Skater 3 + 4,advantage,Characters,4,75.0
Tony Hawk's Pro Skater 3 + 4,advantage,Difficulty,9,66.67
Tony Hawk's Pro Skater 3 + 4,advantage,Performance,9,66.67
Tony Hawk's Pro Skater 3 + 4,disadvantage,Characters,4,25.0
Toodee and Topdee,advantage,Characters,3,100.0
Toodee and Topdee,advantage,Difficulty,4,75.0
Toodee and Topdee,advantage,Story,3,66.67
Torchlight II,advantage,Story,4,100.0
Torchlight II,advantage,Replayability,5,100.0
Torment: Tides of Numenera,advantage,Level Design,3,100.0
Torment: Tides of Numenera,advantage,Replayability,9,88.89
Torment: Tides of Numenera,advantage,Characters,14,85.71
Torment: Tides of Numenera,advantage,Story,46,80.43
Torment: Tides of Numenera,advantage,Gameplay,23,78.26
Torn Away,advantage,Characters,4,100.0
Torn Away,advantage,Story,11,81.82
Torn Away,advantage,Gameplay,8,75.0
Torn Away,advantage,Difficulty,3,66.67
Torn Away,disadvantage,Difficulty,3,33.33
Total War: THREE KINGDOMS,advantage,Gameplay,9,100.0
Total War: THREE KINGDOMS,advantage,Story,3,100.0
Total War: THREE KINGDOMS,advantage,Characters,10,100.0
Total War: THREE KINGDOMS,advantage,Difficulty,6,83.33
Total War: THREE KINGDOMS,advantage,Graphics,3,66.67
Total War: WARHAMMER II - Curse of the Vampire Coast,advantage,Gameplay,3,100.0
Total War: Warhammer,advantage,Gameplay,10,100.0
Total War: Warhammer,advantage,Difficulty,3,66.67
Total War: Warhammer 3 Thrones of Decay,advantage,Replayability,3,100.0
Total War: Warhammer II,advantage,Level Design,6,100.0
Total War: Warhammer II,advantage,Difficulty,5,100.0
